seed,対象,チェック,特殊能力,カテゴリ,player_type
202607116959,野手,併殺と低走力,アウトコースヒッター、ケガしにくさC、チャンスG、パワーヒッター、プルヒッター、併殺、回復D、対左投手D、強振多用、盗塁D、走塁C、送球D、野手調子極端,助っ人外国人用,俊足型
202607116960,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、プレッシャーラン、回復D、対変化球○、対左投手D、慎重盗塁、盗塁D、走塁F、送球E,助っ人外国人用,巧打型
202607116962,野手,三振と低ミート,ケガしにくさE、チャンスE、三振、回復D、対左投手D、盗塁C、走塁C、送球D、選球眼、高速チャージ,助っ人外国人用,巧打型
202607116970,野手,三振と低ミート,インコースヒッター、ケガしにくさE、チャンスE、三振、人気者、回復E、対左投手D、盗塁E、積極打法、走塁D、送球D,助っ人外国人用,巧打型
202607116974,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさE、チャンスD、プレッシャーラン、回復D、対左投手E、慎重盗塁、盗塁C、走塁D、送球B,助っ人外国人用,守備職人
202607116975,野手,併殺と低走力,ケガしにくさF、チャンスC、併殺、回復D、対左投手F、盗塁F、窮地○、走塁D、送球D,助っ人外国人用,長距離砲
202607116977,野手,盗塁・走塁系と走力,キャッチャーD、ケガしにくさD、チャンスD、フレーミング○、三振、代打○、回復D、国際大会○、対左投手D、慎重打法、満塁男、盗塁D、走塁A、送球E,助っ人外国人用,巧打型
202607116991,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスB、回復D、対ストレート○、対左投手C、決勝打、盗塁A、走塁D、送球D,助っ人外国人用,長距離砲
202607116998,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさC、チャンスE、回復B、固め打ち、国際大会○、対左投手D、盗塁C、走塁C、送球C,助っ人外国人用,守備職人
202607117007,野手,エラーと低守備力・低捕球,エラー、ケガしにくさC、チャンスF、パワーヒッター、回復C、固め打ち、対左投手D、強振多用、盗塁C、走塁C、送球B,助っ人外国人用,守備職人
202607117007,野手,パワーヒッター系とパワー,エラー、ケガしにくさC、チャンスF、パワーヒッター、回復C、固め打ち、対左投手D、強振多用、盗塁C、走塁C、送球B,助っ人外国人用,守備職人
202607117012,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスC、リベンジ、三振、回復D、守備職人、対左投手D、盗塁D、走塁B、送球C、逆境○,助っ人外国人用,守備職人
202607117019,野手,エラーと低守備力・低捕球,アウトコースヒッター、エラー、ケガしにくさE、チャンスD、回復D、対左投手F、盗塁A、走塁B、送球D、野手調子極端,助っ人外国人用,バランス型
202607117032,野手,盗塁・走塁系と走力,かく乱、ケガしにくさD、チャンスD、プルヒッター、ムード○、内野安打○、回復F、対左投手E、強振多用、流し打ち、盗塁B、走塁C、送球C,助っ人外国人用,俊足型
202607117050,野手,三振と低ミート,ケガしにくさD、チャンスD、三振、人気者、回復C、対エース○、対左投手D、流し打ち、満塁男、盗塁E、走塁A、送球D,助っ人外国人用,長距離砲
202607117052,野手,併殺と低走力,ケガしにくさC、チャンスD、三振、併殺、回復C、対左投手D、意外性、盗塁C、走塁A、送球E,助っ人外国人用,俊足型
202607117053,野手,併殺と低走力,エラー、ケガしにくさD、チャンスD、併殺、回復C、対左投手D、意外性、盗塁C、走塁D、送球D,助っ人外国人用,長距離砲
202607117061,野手,盗塁・走塁系と走力,キャッチャーD、ケガしにくさD、チャンスD、ホーム死守、三振、初球○、回復B、固め打ち、対左投手F、盗塁D、走塁B、送球D、野手調子安定,助っ人外国人用,巧打型
202607117062,野手,エラーと低守備力・低捕球,アウトコースヒッター、エラー、ケガしにくさD、チャンスD、チームプレイ○、回復F、対左投手D、意外性、盗塁D、走塁D、送球F,助っ人外国人用,強肩型
202607117077,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスA、回復E、対左投手D、帳尻合わせ、意外性、盗塁C、走塁B、送球D、選球眼,助っ人外国人用,長距離砲
202607117088,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、ハイボールヒッター、三振、回復D、対左投手D、意外性、満塁男、盗塁D、走塁B、送球B,助っ人外国人用,守備職人
202607117100,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスE、プルヒッター、回復D、対左投手D、盗塁C、走塁B、送球D、野手調子安定,助っ人外国人用,長距離砲
202607117102,野手,盗塁・走塁系と走力,アウトコースヒッター、ケガしにくさC、チャンスD、チームプレイ×、回復C、国際大会○、対左投手D、盗塁B、走塁D、送球G,助っ人外国人用,強肩型
202607117103,野手,エラーと低守備力・低捕球,エラー、ケガしにくさE、チャンスB、併殺、回復D、対左投手D、満塁男、盗塁C、走塁D、送球D、野手存在感,助っ人外国人用,長距離砲
202607117103,野手,併殺と低走力,エラー、ケガしにくさE、チャンスB、併殺、回復D、対左投手D、満塁男、盗塁C、走塁D、送球D、野手存在感,助っ人外国人用,長距離砲
202607117108,野手,エラーと低守備力・低捕球,かく乱、エラー、ケガしにくさD、チャンスC、プルヒッター、リベンジ、併殺、回復D、対左投手F、盗塁C、積極走塁、走塁C、送球C、高速チャージ,助っ人外国人用,守備職人
202607117108,野手,併殺と低走力,かく乱、エラー、ケガしにくさD、チャンスC、プルヒッター、リベンジ、併殺、回復D、対左投手F、盗塁C、積極走塁、走塁C、送球C、高速チャージ,助っ人外国人用,守備職人
202607117124,野手,併殺と低走力,ケガしにくさF、チャンスE、併殺、回復D、対左投手D、強振多用、盗塁C、積極打法、走塁D、送球D,助っ人外国人用,バランス型
202607117129,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、プルヒッター、回復D、対左投手C、帳尻合わせ、盗塁D、走塁B、送球E,助っ人外国人用,強肩型
202607117130,野手,併殺と低走力,インコースヒッター、ケガしにくさE、チャンスB、チャンスメーカー、プレッシャーラン、ミート多用、併殺、回復E、対左投手D、流し打ち、盗塁C、走塁C、送球D、選球眼,助っ人外国人用,巧打型
202607117136,野手,盗塁・走塁系と走力,エラー、キャッチャーD、ケガしにくさD、チャンスD、ハイボールヒッター、ブロッキング、回復E、対左投手D、盗塁E、走塁B、送球D,助っ人外国人用,バランス型
202607117144,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスG、ヘッドスライディング、回復D、固め打ち、対左投手D、盗塁C、積極盗塁、走塁B、送球F,助っ人外国人用,長距離砲
202607117163,野手,守備系特殊能力と守備力・捕球・肩力,ケガしにくさC、チャンスD、レーザービーム、内野安打○、回復G、対左投手D、盗塁C、走塁C、送球B、野手調子安定,助っ人外国人用,バランス型
202607117176,野手,盗塁・走塁系と走力,カット打ち、ケガしにくさD、チャンスE、パワーヒッター、フル出場、初球○、回復F、国際大会×、対左投手E、盗塁B、走塁D、送球E、選球眼,助っ人外国人用,巧打型
202607117178,野手,併殺と低走力,ケガしにくさE、チャンスF、人気者、併殺、回復D、国際大会×、対左投手C、悪球打ち、盗塁D、走塁C、送球D,助っ人外国人用,巧打型
202607117182,野手,盗塁・走塁系と走力,ケガしにくさB、チャンスD、初球○、回復D、対左投手D、意外性、盗塁E、走塁B、送球E,助っ人外国人用,巧打型
202607117183,野手,盗塁・走塁系と走力,キャッチャーC、ケガしにくさC、チャンスE、回復E、対左投手C、強振多用、盗塁E、走塁B、送球D,助っ人外国人用,長距離砲
202607117185,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスC、チームプレイ○、回復D、守備職人、対左投手B、盗塁D、積極盗塁、積極走塁、走塁D、送球D,助っ人外国人用,長距離砲
202607117203,野手,併殺と低走力,ケガしにくさD、チャンスE、チャンスメーカー、ハイボールヒッター、代打○、併殺、回復D、対左投手E、強振多用、慎重盗塁、決勝打、満塁男、盗塁E、積極走塁、走塁E、送球D,助っ人外国人用,巧打型
202607117211,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスE、回復D、対左投手B、盗塁D、走塁B、送球D,助っ人外国人用,バランス型
202607117217,野手,併殺と低走力,ケガしにくさF、チャンスC、レーザービーム、併殺、回復F、国際大会×、対左投手C、盗塁F、積極盗塁、走塁E、送球D,助っ人外国人用,巧打型
202607117217,野手,守備系特殊能力と守備力・捕球・肩力,ケガしにくさF、チャンスC、レーザービーム、併殺、回復F、国際大会×、対左投手C、盗塁F、積極盗塁、走塁E、送球D,助っ人外国人用,巧打型
202607117219,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスC、回復D、対左投手F、盗塁C、走塁D、送球D,助っ人外国人用,バランス型
202607117245,野手,併殺と低走力,カット打ち、ケガしにくさC、チャンスC、フル出場、併殺、回復D、固め打ち、対左投手D、盗塁C、走塁B、送球D、逆境○,助っ人外国人用,守備職人
202607117248,野手,併殺と低走力,ケガしにくさD、チャンスC、ムード○、併殺、回復D、固め打ち、対左投手D、帳尻合わせ、盗塁C、走塁A、送球D,助っ人外国人用,俊足型
202607117267,野手,エラーと低守備力・低捕球,アウトコースヒッター、エラー、ケガしにくさC、チャンスC、回復D、対左投手B、意外性、盗塁D、走塁E、送球D,助っ人外国人用,強肩型
202607117278,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスD、ムード×、リベンジ、回復E、対左投手D、盗塁E、走塁F、送球E,助っ人外国人用,強肩型
202607117280,野手,併殺と低走力,ケガしにくさD、サヨナラ男、チャンスD、併殺、回復D、対左投手B、盗塁B、走塁B、送球B,助っ人外国人用,俊足型
202607117289,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさE、チャンスD、回復D、対左投手C、強振多用、慎重打法、盗塁D、走塁C、送球F,助っ人外国人用,強肩型
202607117294,野手,盗塁・走塁系と走力,インコースヒッター、キャッチャーE、ケガしにくさD、ダメ押し、チャンスB、ブロッキング、ヘッドスライディング、ローボールヒッター、回復C、国際大会○、対ストレート○、対左投手C、盗塁B、走塁D、送球D,助っ人外国人用,バランス型
202607117304,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、回復D、対左投手D、盗塁B、走塁D、送球E、野手調子安定,助っ人外国人用,強肩型
202607117318,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスE、パワーヒッター、フル出場、回復E、対左投手D、慎重打法、盗塁C、走塁B、送球D,助っ人外国人用,巧打型
202607117333,野手,アベレージヒッター系とミート,アベレージヒッター、エラー、ケガしにくさE、チャンスD、プルヒッター、ムード×、回復D、対左投手D、帳尻合わせ、盗塁D、積極打法、走塁D、送球D,助っ人外国人用,バランス型
202607117338,野手,パワーヒッター系とパワー,ケガしにくさC、チャンスF、ハイボールヒッター、パワーヒッター、ホーム突入、マルチ弾、回復D、守備職人、対左投手E、盗塁D、走塁C、送球A,助っ人外国人用,守備職人
202607117342,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、回復D、対左投手D、強振多用、盗塁F、走塁D、送球D、選球眼,助っ人外国人用,強肩型
202607117344,野手,盗塁・走塁系と走力,ケガしにくさF、サヨナラ男、チャンスB、内野安打○、回復D、対ストレート○、対左投手D、流し打ち、盗塁D、積極盗塁、走塁B、送球E,助っ人外国人用,バランス型
202607117372,野手,盗塁・走塁系と走力,ケガしにくさC、ダメ押し、チャンスD、ホーム突入、ミート多用、回復D、国際大会○、対ストレート○、対左投手C、盗塁A、積極打法、走塁D、送球C,助っ人外国人用,守備職人
202607117374,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスB、プルヒッター、プレッシャーラン、ホーム突入、マルチ弾、回復D、対左投手B、帳尻合わせ、満塁男、盗塁D、走塁A、送球B,助っ人外国人用,長距離砲
202607117384,野手,三振と低ミート,ケガしにくさD、チャンスC、三振、人気者、回復B、対左投手F、盗塁A、走塁D、送球D,助っ人外国人用,巧打型
202607117390,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスG、回復C、対左投手D、盗塁D、積極走塁、走塁C、送球E、選球眼,助っ人外国人用,強肩型
202607117396,野手,パワーヒッター系とパワー,ケガしにくさD、チャンスC、バント職人、パワーヒッター、人気者、初球○、回復G、対左投手E、帳尻合わせ、盗塁D、走塁C、送球E,助っ人外国人用,バランス型
202607117398,野手,守備系特殊能力と守備力・捕球・肩力,いぶし銀、ケガしにくさD、チャンスA、チームプレイ×、レーザービーム、回復E、対左投手F、盗塁D、積極盗塁、走塁D、送球E,助っ人外国人用,長距離砲
202607117402,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさF、チャンスD、ラインドライブ、回復C、対左投手D、悪球打ち、盗塁D、粘り打ち、走塁D、送球D,助っ人外国人用,巧打型
202607117405,野手,エラーと低守備力・低捕球,エラー、ケガしにくさC、チャンスD、ラインドライブ、回復E、対左投手D、盗塁C、積極守備、粘り打ち、走塁B、送球E、逆境○,助っ人外国人用,強肩型
202607117407,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスF、バント○、回復C、対変化球○、対左投手D、盗塁E、走塁B、送球D、逆境○,助っ人外国人用,守備職人
202607117425,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスF、パワーヒッター、回復D、対左投手B、意外性、盗塁D、積極打法、走塁E、送球C,助っ人外国人用,長距離砲
202607117428,野手,三振と低ミート,アウトコースヒッター、エラー、キャッチャーD、ケガしにくさD、チャンスE、チームプレイ○、バント職人、三振、人気者、併殺、回復F、対左投手A、盗塁D、積極守備、走塁F、送球D、野手調子安定,助っ人外国人用,巧打型
202607117429,野手,併殺と低走力,ケガしにくさF、チャンスD、プレッシャーラン、リベンジ、併殺、回復C、対左投手E、盗塁C、走塁C、送球D,助っ人外国人用,長距離砲
202607117431,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさE、サヨナラ男、チャンスD、回復E、対変化球○、対左投手E、盗塁C、走塁D、送球E、選球眼,助っ人外国人用,巧打型
202607117432,野手,盗塁・走塁系と走力,キャッチャーC、ケガしにくさD、チャンスD、フル出場、プルヒッター、回復E、対左投手E、盗塁B、走塁D、送球B,助っ人外国人用,バランス型
202607117445,野手,併殺と低走力,インコースヒッター、ケガしにくさD、チャンスD、チャンスメーカー、併殺、初球○、回復D、対左投手D、帳尻合わせ、盗塁C、走塁E、送球D、野手存在感,助っ人外国人用,バランス型
202607117460,野手,エラーと低守備力・低捕球,エラー、ケガしにくさE、チャンスD、回復D、対左投手C、流し打ち、盗塁D、走塁C、送球B、野手調子安定,助っ人外国人用,守備職人
202607117473,野手,盗塁・走塁系と走力,いぶし銀、ケガしにくさD、チャンスD、フル出場、ラインドライブ、回復D、対左投手F、帳尻合わせ、慎重盗塁、盗塁D、走塁A、送球E、高速チャージ,助っ人外国人用,強肩型
202607117474,野手,盗塁・走塁系と走力,ケガしにくさC、ダメ押し、チャンスD、回復E、対左投手D、死球集中、決勝打、盗塁C、窮地○、走塁B、送球B,助っ人外国人用,長距離砲
202607117476,野手,三振と低ミート,ケガしにくさD、チャンスD、三振、回復D、固め打ち、対左投手D、帳尻合わせ、盗塁C、走塁C、送球E、選球眼,助っ人外国人用,強肩型
202607117478,野手,エラーと低守備力・低捕球,いぶし銀、エラー、ケガしにくさD、チャンスF、チームプレイ○、回復E、固め打ち、対左投手E、強振多用、盗塁B、走塁E、送球C,助っ人外国人用,長距離砲
202607117483,野手,エラーと低守備力・低捕球,エラー、ケガしにくさC、チャンスD、回復F、対左投手C、悪球打ち、盗塁A、積極打法、積極盗塁、走塁C、送球D,助っ人外国人用,バランス型
202607117486,野手,併殺と低走力,かく乱、ケガしにくさD、チャンスD、代打○、併殺、回復D、国際大会○、対左投手D、盗塁B、走塁B、送球D,助っ人外国人用,巧打型
202607117487,野手,盗塁・走塁系と走力,カット打ち、ケガしにくさE、チャンスD、併殺、初球○、回復D、対左投手C、盗塁F、積極盗塁、走塁B、送球D、高速チャージ,助っ人外国人用,長距離砲
202607117505,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスE、回復D、対左投手C、強振多用、悪球打ち、盗塁B、粘り打ち、走塁D、送球D,助っ人外国人用,強肩型
202607117519,野手,盗塁・走塁系と走力,ケガしにくさC、チャンスE、プレッシャーラン、回復D、国際大会○、対左投手C、盗塁B、走塁F、送球D,助っ人外国人用,強肩型
202607117524,野手,エラーと低守備力・低捕球,エラー、ケガしにくさC、ダメ押し、チャンスE、回復C、対エース○、対左投手D、帳尻合わせ、強振多用、死球集中、流し打ち、盗塁C、粘り打ち、走塁D、送球E,助っ人外国人用,長距離砲
202607117525,野手,併殺と低走力,いぶし銀、ケガしにくさD、チャンスD、バント○、三振、併殺、回復E、対左投手D、盗塁C、走塁F、送球B,助っ人外国人用,守備職人
202607117531,野手,盗塁・走塁系と走力,ケガしにくさC、サヨナラ男、チャンスC、バント○、ムード○、回復C、対変化球○、対左投手D、強振多用、満塁男、盗塁B、走塁G、送球C、逆境○,助っ人外国人用,守備職人
202607117536,野手,エラーと低守備力・低捕球,エラー、キャッチャーE、ケガしにくさD、チャンスD、回復E、対左投手D、盗塁C、積極打法、窮地○、走塁D、送球A、逆境○,助っ人外国人用,守備職人
202607117543,野手,盗塁・走塁系と走力,エラー、ケガしにくさD、チャンスD、パワーヒッター、回復B、対左投手C、盗塁C、積極守備、窮地○、走塁B、送球D、逆境○,助っ人外国人用,巧打型
202607117546,野手,併殺と低走力,ケガしにくさD、チャンスC、併殺、回復E、対左投手C、盗塁C、積極守備、走塁C、送球C,助っ人外国人用,守備職人
202607117548,野手,併殺と低走力,ケガしにくさC、サヨナラ男、チャンスG、併殺、回復D、国際大会×、対左投手D、盗塁C、走塁A、送球D、高速チャージ,助っ人外国人用,俊足型
202607117555,野手,守備系特殊能力と守備力・捕球・肩力,エラー、カット打ち、ケガしにくさC、チャンスC、ハイボールヒッター、ミート多用、レーザービーム、回復F、対左投手E、盗塁D、走塁D、送球C,助っ人外国人用,長距離砲
202607117565,野手,盗塁・走塁系と走力,かく乱、エラー、ケガしにくさE、チャンスD、併殺、回復E、対左投手D、盗塁D、積極打法、窮地○、走塁B、送球D、高速チャージ,助っ人外国人用,長距離砲
202607117566,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスF、バント職人、ローボールヒッター、回復D、対左投手D、流し打ち、盗塁B、走塁C、送球D,助っ人外国人用,長距離砲
202607117573,野手,盗塁・走塁系と走力,ケガしにくさB、チャンスF、回復D、対左投手D、盗塁B、窮地○、走塁E、送球D,助っ人外国人用,強肩型
202607117591,野手,併殺と低走力,ケガしにくさB、チャンスD、バント○、マルチ弾、リベンジ、併殺、回復F、対左投手D、盗塁B、積極走塁、走塁D、送球B,助っ人外国人用,俊足型
202607117593,野手,併殺と低走力,ケガしにくさE、チャンスE、併殺、初球○、回復D、国際大会○、対左投手D、流し打ち、盗塁E、走塁F、送球C、野手存在感、高速チャージ,助っ人外国人用,守備職人
202607117608,野手,パワーヒッター系とパワー,ケガしにくさD、チャンスD、パワーヒッター、回復D、対左投手C、悪球打ち、流し打ち、盗塁D、積極走塁、走塁C、送球D,助っ人外国人用,巧打型
202607117609,野手,盗塁・走塁系と走力,ケガしにくさB、チャンスC、バント○、ホーム突入、リベンジ、併殺、回復D、対左投手B、盗塁B、走塁E、送球C,助っ人外国人用,巧打型
202607117619,野手,パワーヒッター系とパワー,かく乱、アウトコースヒッター、ケガしにくさD、チャンスD、バント○、パワーヒッター、三振、回復E、対左投手C、死球集中、決勝打、盗塁D、積極盗塁、走塁E、送球D、選球眼,助っ人外国人用,俊足型
202607117620,野手,併殺と低走力,ケガしにくさD、チャンスD、ヘッドスライディング、併殺、回復D、国際大会○、対左投手E、決勝打、盗塁C、走塁D、送球E,助っ人外国人用,長距離砲
202607117626,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスC、バント○、ホーム突入、回復G、対左投手B、盗塁B、積極守備、走塁D、送球C,助っ人外国人用,バランス型
202607117643,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスC、ハイボールヒッター、ミート多用、内野安打○、回復E、対左投手G、帳尻合わせ、盗塁B、積極守備、積極走塁、粘り打ち、走塁D、送球F,助っ人外国人用,巧打型
202607117654,野手,併殺と低走力,インコースヒッター、ケガしにくさE、チャンスD、併殺、回復E、対左投手C、盗塁A、積極打法、走塁D、送球D、逆境○,助っ人外国人用,強肩型
202607117664,野手,三振と低ミート,ケガしにくさD、チャンスE、ホーム突入、リベンジ、三振、回復D、対左投手D、盗塁C、走塁C、送球C,助っ人外国人用,バランス型
202607117667,野手,三振と低ミート,エラー、ケガしにくさF、チャンスE、フル出場、ヘッドスライディング、三振、回復D、対左投手D、盗塁D、走塁G、送球D,助っ人外国人用,巧打型
202607117669,野手,併殺と低走力,ケガしにくさE、チャンスD、フル出場、併殺、回復C、対左投手C、強振多用、盗塁D、走塁C、送球C,助っ人外国人用,長距離砲
202607117671,野手,三振と低ミート,かく乱、ケガしにくさE、チャンスC、チームプレイ×、ハイボールヒッター、三振、回復D、固め打ち、対左投手D、強振多用、盗塁E、走塁B、送球D、野手存在感、野手調子極端,助っ人外国人用,巧打型
202607117671,野手,盗塁・走塁系と走力,かく乱、ケガしにくさE、チャンスC、チームプレイ×、ハイボールヒッター、三振、回復D、固め打ち、対左投手D、強振多用、盗塁E、走塁B、送球D、野手存在感、野手調子極端,助っ人外国人用,巧打型
202607117687,野手,三振と低ミート,ケガしにくさE、チャンスD、三振、回復D、対左投手C、慎重打法、盗塁C、走塁D、送球D、野手存在感,助っ人外国人用,強肩型
202607117688,野手,三振と低ミート,ケガしにくさD、チャンスB、プルヒッター、三振、回復D、対変化球○、対左投手E、慎重打法、盗塁C、走塁C、送球D、野手存在感,助っ人外国人用,バランス型
202607117699,野手,パワーヒッター系とパワー,ケガしにくさD、ダメ押し、チャンスD、パワーヒッター、代打○、初球○、回復D、国際大会×、対左投手E、帳尻合わせ、盗塁C、走塁B、送球C,助っ人外国人用,強肩型
202607117700,野手,併殺と低走力,ケガしにくさC、サヨナラ男、チャンスD、併殺、回復E、対左投手E、慎重打法、盗塁C、積極盗塁、走塁C、送球D、選球眼,助っ人外国人用,巧打型
202607117702,野手,併殺と低走力,ケガしにくさD、チャンスE、チームプレイ○、併殺、回復E、対左投手D、盗塁D、走塁C、送球D,助っ人外国人用,長距離砲
202607117713,野手,パワーヒッター系とパワー,ケガしにくさD、チャンスD、ハイボールヒッター、パワーヒッター、プルヒッター、回復D、国際大会×、対変化球○、対左投手D、盗塁D、積極打法、走塁C、送球D,助っ人外国人用,俊足型
202607117717,野手,併殺と低走力,ケガしにくさD、チャンスD、併殺、回復D、対ストレート○、対左投手D、盗塁G、走塁D、送球E,助っ人外国人用,バランス型
202607117725,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、リベンジ、回復C、対左投手E、流し打ち、盗塁A、積極盗塁、走塁C、送球D,助っ人外国人用,俊足型
202607117727,野手,三振と低ミート,ケガしにくさG、ダメ押し、チャンスD、フル出場、プルヒッター、ラインドライブ、三振、内野安打○、回復D、対左投手E、慎重盗塁、盗塁C、走塁E、送球E、野手調子安定,助っ人外国人用,強肩型
202607117728,野手,三振と低ミート,ケガしにくさE、チャンスD、チャンスメーカー、プレッシャーラン、三振、回復C、国際大会○、対左投手D、盗塁E、窮地○、走塁D、送球D,助っ人外国人用,巧打型
202607117730,野手,盗塁・走塁系と走力,ケガしにくさE、チャンスD、回復D、対左投手C、盗塁F、走塁A、送球D、野手調子安定,助っ人外国人用,俊足型
202607117737,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、回復D、対左投手C、満塁男、盗塁D、走塁A、送球C,助っ人外国人用,守備職人
202607117745,野手,エラーと低守備力・低捕球,エラー、ケガしにくさG、サヨナラ男、チャンスD、マルチ弾、初球○、回復D、固め打ち、対左投手B、盗塁D、走塁B、送球D,助っ人外国人用,巧打型
202607117758,野手,併殺と低走力,ケガしにくさD、チャンスD、リベンジ、併殺、回復E、対左投手D、意外性、決勝打、盗塁D、走塁D、送球A,助っ人外国人用,守備職人
202607117760,野手,アベレージヒッター系とミート,アベレージヒッター、エラー、ケガしにくさD、チャンスB、内野安打○、回復C、対左投手E、強振多用、盗塁F、走塁C、送球D、逆境○,助っ人外国人用,長距離砲
202607117762,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、フル出場、マルチ弾、回復D、対左投手D、盗塁C、積極打法、走塁B、送球D、選球眼,助っ人外国人用,俊足型
202607117774,野手,併殺と低走力,ケガしにくさD、チャンスD、併殺、回復D、対左投手D、盗塁D、積極打法、走塁C、送球F,助っ人外国人用,バランス型
202607117775,野手,アベレージヒッター系とミート,アウトコースヒッター、アベレージヒッター、ケガしにくさD、チャンスD、チームプレイ○、プレッシャーラン、回復D、対左投手E、盗塁C、走塁C、送球E,助っ人外国人用,バランス型
202607117784,野手,エラーと低守備力・低捕球,エラー、ケガしにくさB、チャンスE、代打○、回復D、対左投手D、流し打ち、盗塁C、走塁E、送球C,助っ人外国人用,守備職人
202607117785,野手,併殺と低走力,カット打ち、ケガしにくさD、チャンスD、三振、人気者、併殺、回復B、対ストレート○、対左投手C、広角打法、決勝打、盗塁D、積極盗塁、走塁D、送球D,助っ人外国人用,バランス型
202607117800,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、サヨナラ男、チャンスE、回復E、対左投手E、強振多用、盗塁D、積極盗塁、積極走塁、走塁C、送球E、野手存在感,助っ人外国人用,強肩型
202607117803,野手,併殺と低走力,ケガしにくさD、チャンスD、ローボールヒッター、併殺、内野安打○、回復D、対左投手D、盗塁D、走塁C、送球D,助っ人外国人用,バランス型
202607117810,野手,併殺と低走力,ケガしにくさD、チャンスD、併殺、回復D、対左投手E、流し打ち、盗塁C、積極守備、走塁C、送球B,助っ人外国人用,守備職人
202607117818,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、チャンスメーカー、回復D、対左投手D、盗塁C、走塁B、送球B,助っ人外国人用,強肩型
202607117820,野手,エラーと低守備力・低捕球,インコースヒッター、エラー、ケガしにくさD、チャンスD、ホーム突入、回復D、対左投手C、盗塁D、積極盗塁、走塁F、送球C,助っ人外国人用,守備職人
202607117821,野手,併殺と低走力,ケガしにくさD、チャンスD、プルヒッター、レーザービーム、併殺、回復D、対左投手D、盗塁E、積極走塁、走塁D、送球D,助っ人外国人用,強肩型
202607117825,野手,盗塁・走塁系と走力,キャッチャーB、ケガしにくさD、チャンスD、パワーヒッター、ローボールヒッター、回復C、対左投手D、慎重打法、盗塁D、走塁B、送球F,助っ人外国人用,長距離砲
202607117829,野手,併殺と低走力,ケガしにくさD、チャンスD、ミート多用、併殺、回復D、対左投手E、盗塁D、積極走塁、走塁D、送球E,助っ人外国人用,強肩型
202607117860,野手,盗塁・走塁系と走力,キャッチャーF、ケガしにくさD、チャンスD、レーザービーム、三振、回復D、対ストレート○、対左投手E、盗塁C、走塁A、送球D、逆境○、野手存在感,助っ人外国人用,バランス型
202607117862,野手,盗塁・走塁系と走力,ケガしにくさC、チャンスC、フル出場、人気者、回復C、対左投手D、盗塁B、走塁C、送球D,助っ人外国人用,長距離砲
202607117865,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、回復C、対左投手B、盗塁D、走塁B、送球D,助っ人外国人用,巧打型
202607117874,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、フル出場、回復D、対左投手D、盗塁B、粘り打ち、走塁C、送球E,助っ人外国人用,巧打型
202607117882,野手,併殺と低走力,カット打ち、ケガしにくさF、サヨナラ男、チャンスG、プレッシャーラン、ラインドライブ、併殺、回復D、対左投手D、盗塁A、走塁C、送球D,助っ人外国人用,長距離砲
202607117894,野手,盗塁・走塁系と走力,アウトコースヒッター、キャッチャーD、ケガしにくさF、チャンスF、バント○、内野安打○、回復D、対変化球○、対左投手C、帳尻合わせ、強振多用、盗塁B、走塁C、送球D、高速チャージ,助っ人外国人用,俊足型
